serial no,Registration Number,Date of Grant,Name Factory Address,IS NO,Product,Status,Valid Upto,Models deleted from scope,Brand,View Models
6825,R-41032972,05-Feb-2016,"ShenzhenJingliCommunicationequipmentco,ltd3F,BLOCKD,YUANYEINDUSTRYPARK,BAIYUNSHANINDUSTRIALAREANEWVILLAGE,SHANGHENGLANG,TONGSHENGCOMMUNITY,DALANGSTREET,LONGHUA,SHENZHEN,GUANGDONGPROVINCE,CHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,04-Feb-2018,-,F-Fook,"F22,F21,F23,F25,F27,F29,X2400,X344,F30,F28"
6826,R-41038270,10-May-2016,"ShenzhenHuixiangLinkTechnologyCo.,LtdSECONDANDTHIRDABUILDINGSHUIKUNO.1ROADWUNIINDUSTRIALZONEHUANGPUCOMMUNITY,SHAJINGSTREET,BAOANDISTRICTSHENZHENP.R.CHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelledw.e.f.01Nov2017,01-Nov-2017,-,douzo,"VOLTD27,VOLTD26"
6827,R-41064734,26-Apr-2017,"DongguanB-TElectronicsCo.,Ltd.16&17FACTORYBUILDINGSONWEIFENGINDUSTRIALDISTRICT,SONGMUMOUTAIN,DALANGTOWN,DONGGUANCITY,GUANGDONG,China-518000",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,25-Apr-2019,-,InFocus,F229-3T(followingmodelsincludedon05Jun2017)M500(followingmodelsincludedon15Nov2017)IF9035
6828,R-41050792,12-Sep-2016,"ShenzhenAolifengCommunicationTechnologyCo.,LtdFLOOR3RDINBUILDING30.BAOTIANINDUSTRIALZONE,SECONDROADOFQIANJIN,XIXIANGTOWN,BAOANDISTRICT,SHENZHENCITY,CHINA-250002",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,11-Sep-2018,-,EntechMobile,"P9,Z8,Z1,A6,A3,N5,P8,J7,5X,S7"
6829,R-41087254,20-Apr-2018,"shenzhenyixuelectronictechnologyltdAAREAOF1STFLOOR,2NDFLOOR,3RDFLOOR,4THFLOOR,BBUILDING,ECITYOFYUWEI,QINGXIANGROAD,LONGHUASTREET,BAOAN,SHENZHEN,GUANGDONG,P.R.CHINA-518131",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,19-Apr-2020,-,HTC,"2Q5W100,2Q5W100"
6830,R-41146579,12-Dec-2019,"JIANGXIHONGYAODACOMMUNICATIONCO.,LIMITEDNO.69,NORTHHUANGJINAVENUE,GANZHOUECONOMICANDTECHNOLOGICALDEVELOPMENTZONE,GANZHOUCITY,JIANGXIPROVINCE,CHINA-341000",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,11-Dec-2021,-,Micromax,X382
6831,R-41032921,08-Feb-2016,"ShenzhenYunjiIntelligentTechnologyCO.,LTDNO.20SILICONVALLEYPOWERNEWMATERIALINDUSTRIALPARKA2BUILDINGINSHENZHENCITYLONGHUADISTRICT,GUANLANCOMMUNITYBUCKETDAFUINDUSTRIALZONE,2FLOOR.CHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,07-Feb-2018,-,HITECH,Kick565
6832,R-41071323,21-Aug-2017,"ShenzhenCraveCommunicationCo.Ltd.1-3RDFLOOR,BUILDINGB2,LIBANGR&DTECHNOLOGYPARK,GUANGXUERD,THE3RDINDUSTRIALDISTRICTOFXITIAN,GONGMINGSTREET,GUANGMINGNEWDISTRICT,SHENZHEN,GUANGDONG,China-518000",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Operative,20-Aug-2021,-,LYF,"F81E(followingmodelsincludedon07Nov2017)F10Q(followingmodelsincludedasperIS16333(Part3):2016w.e.f.28Feb2018)F81E,F10Q(followingmodelsincludedon25Jul2018)F210Q"
6833,R-96000493,09-May-2016,"siliconautoproductsmfg.co.PLOTNO10EXT.BADDI,HPSIDCINDUSTRIALAREABADDI,BADDI,SOLAN,HIMACHALPRADESH.",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelledw.e.f.01Nov2017,01-Nov-2017,-,CROME,"K8,C1,C2,C6,C7,C77,C99,A107,A130,A111"
6834,R-41075060,17-Oct-2017,"shenzhenLeagooIntelligenceCo.,Ltd.2NDFLOOROFBUILDINGB,HONGLIANYINGTECHNOLOGYPARK,NO.286OFSILIROAD,DABUXIANGCOMMUNITY,LONGHUANEWDISTRICT,SHENZHEN,CHINA-518110",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,16-Oct-2019,-,LEAGOO,"T5(followingmodelsincludedasperIS16333(Part3):2016w.e.f.01Mar2018)T5(followingmodelsincludedon10May2019)M9Pro,S8"
6835,R-41146390,11-Dec-2019,"GuangdongEnokCommunicationCo.,LtdNO.139&137LIXIANGROAD,SONGMUSHAN,DALANGTOWN,DONGGUAN,GUANGDONG,CHINA-519000",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,10-Dec-2021,-,M-LOGO(MOTOROLA),XT2029-2(followingmodelsincludedon21Jan2020)XT2055-1
6836,R-41158429,11-Jun-2020,"SprocommTechnologiesCo.,Ltd(GuangmingBranch)Address:AREAA,3RDFLOOR,2NDBUILDING,7THINDUSTRIALPARK,YULVCOMMUNITY,GONGMINGSTREET,GUANGMINGNEWDISTRICT,SHENZHENCHINA-518100",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,10-Jun-2022,-,Lenovo,LenovoL19111
6837,R-41064793,28-Apr-2017,"SHENZHENDINGTAIDAKEJICO.LTD.THIRDFLOOR,41THBUILDING,CHANGZHENCOMMUNITYCHANGXINGHI-TECHPARK,GONGMINGDISTRICT,SHENZHEN,CHINA-518107",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,27-Apr-2019,-,PUNCHERMOBILES,"A8,S7,P9,CANVASII,NOTE7,Z3,P7I,G5,IP7S,D2(followingmodelsincludedon22Jun2017)Note8,U11,S20-MEGA,S10-PLUS,NEO1,F800,i900,V20,S8-PLUS,F3-MAGIC(followingmodelsincludedon07Dec2017)IQ-4570,IQ-4550,DASH,BTC,GX-10,S9-New,J7-MAX,Y-one,DHOOMII,DHOOMI"
6838,R-41071250,17-Aug-2017,"GuizhouSunshinePhotoelectricGroupCo.,LtdROOM201,NO.1-3BUILDING,YIQINGSCI&TECHPACK,XINPUECONOMICDEVELOPMENTZONE,GUIZHOU,CHINA-510000",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,16-Aug-2019,-,BEEFONE,"B-11,B-12,B-13,B-14,B-15,B-21,B-22,B-23,B-24,B-25"
6839,R-41071242,17-Aug-2017,"ShenzhenAndrewKimbrellCommunicationElectronicsCo.,LtdSHENZHENFUTIANDISTRICTHUAQIANGNORTHSTREETNORTHROAD6902SAIGESQUARE,SHENZHEN,China-518000",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,16-Aug-2019,-,REINVENT,"R1,R2"
6840,R-41161020,17-Jul-2020,"PTSELALUBAHAGIABERSAMAKOMPLEKBENUAMAS,JALANBENUARAYABLOKBNUMBER1,KEL.PABUARANTUMPENG,KEC.KARAWACI,KOTATANGERANG,PROV.BANTEN15112",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,16-Jul-2022,-,OPPO,CPH2083
6841,R-41077178,16-Nov-2017,"SHENZHENMALAITECHCO.,LTDFLOOR6,BUILDING4,HENGCHANGRONGHIGH-TECHPARK,SHANGNANEASTROADNO.128,SHAJINGTOWNBAOANDISTRICT,SHENZHEN,GUANGDONG,China-518100",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,15-Nov-2019,-,MindHour,MHST1
6842,R-85002470,06-May-2016,"OptiemusElectronicsLimitedD-348,SECTOR-63,NOIDA,GAUTAMBUDDHANAGAR,UTTARPRADESH,INDIA-201307",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelledw.e.f.01Nov2017,01-Nov-2017,-,1+,ONEPLUSA3003
6843,R-91004642,25-Jul-2019,"DBGTECHNOLOGY(INDIA)PRIVATELIMITEDPLOTNO.2,N.H.NO.8,ICDBAWAL,SECTOR?8,BAWAL,DISTRICT-REWARI,HARYANA,INDIA",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,24-Jul-2021,-,SAMSUNG,SM-A107F/DS(followingmodelsincludedon28Nov2019)SM-A015G/DS(followingmodelsincludedon16Dec2019)SM-A115F/DS(followingmodelsincludedon16Dec2019)SM-M115F/DS
6844,R-41064980,28-Apr-2017,"ShenzhenTecnoTechnologyCo.,Ltd.1-4THFLOOR,3RDBUILDING,PACIFICINDUSTRIALPARK,NO.2088,SHENYANROAD,YANTIANDISTRICT,SHENZHEN,GUANGDONG,CHINA-518057",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,27-Apr-2019,-,Spice,"Z201(followingmodelsincludedon17May2017)Z101,Z202(followingmodelsincludedon18May2017)K601(followingmodelsincludedon21Jun2017)F301,F302,Z102(followingmodelsincludedon21Jun2017)Z301,V801(FollowingModelsincludedon16Aug2017)Z203(followingmodelsincludedon12Dec2017)F305(followingmodelsincludedasperIS16333(Part3):2016w.e.f.23Feb2018)Z201,Z203,Z101,Z301,Z102,Z202(followingmodelsincludedasperIS16333(Part3):2016w.e.f.08Mar2018)V801,F301,K601,F302,F305(followingmodelsincludedon27Mar2018)Z211,F311(followingmodelsincludedon11Apr2018)Z212,Z213"
6845,R-41014877,19-May-2015,"HUIZHOUBYDELECTRONICCO.,LTD.XIANGSHUIRIVER,ECONOMICDEVELOPMENTZONE,DAYABAYHUIZHOU,GUANGDONGP.R.CHINA516083",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,18-May-2019,,HONOR,"CHE1-L04(followingmodelsincludedon05Jun2015)CHM-U01(followingmodelsincludedon09May2016)NEM-L22(followingmodelsincludedon27Sep2016)VEN-L22(followingmodelsincludedasperIS16333(Part3):2016w.e.f.23Feb2018)Che1-L04,CHM-U01,NEM-L22,VEN-L22"
6846,R-41050970,14-Sep-2016,"HuizhouTCLMobileCommunicationCo.LtdNO.86,HECHANG7THWESTROAD,ZHONGKAIHI-TECHDEVELOPMENTDISTRICT,HUIZHOUCITY,GUANGDONGPROVINCE516006,P.R.CHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Operative,13-Sep-2020,-,BLACKBERRY,"STH100-2(followingmodelsincludedon04Nov2016)BBA100-2(followingmodelsincludedon28July2017)BBB100-7(followingmodelsincludedasperIS16333(Part3):2016w.e.f.28Feb2018)STH100-2,BBA100-2,BBB100-7(followingmodelsincludedon30Jul2018)BBF100-6(followingmodelsincludedon26Sep2018)BBE100-4"
6847,R-81004375,01-Nov-2018,"GammaMobile(India)Pvt,LtdA-82,1ST&2NDFLOORBLOCKA,NARAINAINDUSTRIALAREA,PHASE-1,NEWDELHI-110008,India",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,31-Oct-2020,-,GIVA,"204,203,202,201,101,G5,G4,G3,G2,G1"
6848,R-66001104,25-Jul-2019,"WingtechMobileCommunications(India)PrivatelimitedSY.NO.217,ITPARK,KURUKALVAVILLAGE,RENIGUNTA,TIRUPATI,DISTRICTCHITTOOR,ANDHRAPRADESH,India-517520",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,24-Jul-2021,-,SAMSUNG,SM-A107F/DS(followingmodelsincludedon01Aug2019)SM-A207F/DS(followingmodelsincludedon06Aug2019)SM-A207F/DS(followingmodelsincludedon10Jun2020)SM-M017F/DS
6849,R-41118320,15-Feb-2019,"DongguanTonstepElectronicsTechnologyCo.,Ltd.ZONEA,2NDFLOOR,BUILDINGB,BAODINGTECHNOLOGYPARK,GUANGMINGNO.2RD.,GUANGMINGCOMMUNITY,DONGCHENGDISTRICT,DONGGUANCITY,China-523126",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,14-Feb-2021,-,SUNBLAZEWITHLOGO,"S301,S300,S299,S298,S297,S296,S295,S294,S293,S292"
6850,R-41037753,06-May-2016,"ShenzhenKechaodaTechnologyCo.,Ltd4THFLOOR,NO.4BUILDING,HONGXININDUSTRIALPARK,MEIGUANHIGHROADEAST,DABUXIANGCOMMUNITY,GUANLANSTREET,BAOANDISTRICT,SHENZHENCITY",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Operative,05-May-2023,-,Kechaoda,"K1,K2,K3,K5,K6,K7,K8,K11,K21,K99,K116,K10,K20,K30,K50,K90,K33,K55,K66,K98(followingmodelsincludedon07Dec2016)K88,K9,K9PLUS,K118,K122,K123,K400,K700,K800,K900(followingmodelsincludedon16May2017)A10,A11,A12,A13,A15,A16,A8,A9,K101,K113(followingmodelsincludedon11Sep2017)K117,A29,A30,A31,A32,K33+,A35,A33,K115,K118+(followingmodelsincludedon11Dec2017)K112,K337,K336,K335,K333,K332,K331(followingmodelsincludedasperIS16333(Part3):2016w.e.f.02May2018)K900,K400,K9PLUS,K101,K113,A8,K122,K9,K700,K88,K9,K123,K800(followingmodelsincludedasperIS16333(Part3):2016w.e.f.09May2018)A15,A32,A13,A33,K118,K116,A29,A10,K117,A31,K335,K332,K33,A16,A30,A9,K66,K55,K20,K112,A12,K115,K11,A11,K30,K90,K10,K336,K331,A35,K337,K50,K333,K33+,K118+"
6851,R-41015083,12-May-2015,"SHENZHENBENAVIELECTRONICSCO.,LTD,ROOM201,BUILDINGA6INGONGHE4THINDUSTRYOFPARKOFSHAJINGSTREET,2ND3RDAND8THFLOORSOFBUILDINGC1INRICHINDUSTRIALAREAREPUBLICANXINQIAOINDUSTRIALPARK,XINHIAVENUE,SHAJINGSTREET,BAOANDISTRICT,SHENZHENCITY518104CHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,11-May-2019,,MICROMAX,"X071,X073(followingmodelsincludeon07Aug2015)X072,X074(followingmodelsincludeon19OCT2015)X707(followingmodelsincludedon30OCT2015)X704(followingmodelsincludedon8Dec2015)CG666,CG777(followingmodelsincludedon8Dec2015)X556(followingmodelsincludedon15Jan2016)X716(followingmodelsincludedon23Mar2016)Q300(followingmodelsincludedon3May2016)X590,X701(followingmodelsincludedon11May2016)X908,X708(followingmodelsincludedon06Jun2016)X770(followingmodelsincludedon30Jun2016)X970,C210(followingmodelsincludedon30Aug2016)X781(followingmodelsincludedon05Oct2016)X507(followingmodelsincludedon04Nov2016)X760(followingmodelsincludedon21Jun2017)X920(followingmodelsincludedon27Jun2017)X725(followingmodelsincludedasperIS16333(Part3):2016w.e.f.23Feb2018)X072,X781,X556,X708,C210,X071,X507,X908,X770,X920,X590,X073,X701,X716,X606,X760,X725,X074,X707,X704,X970,CG777,CG666"
6852,R-41071080,14-Aug-2017,"ZHENGZHOUOUNUOCOMMUNICATIONEQUIPMENTCO.LTD.3-5FLOOR,35ROOM,TERMINALMOBILEPHONEINDUSTRIALPARK,AIRPORTNEWPORTINTELLIGENT&RENMINROADINTERSECTIONZHENGZHOU,CHINA-450000",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,13-Aug-2019,-,ZIOX,STARZROCKER
6853,R-41116289,24-Jan-2019,"SubhOverseas(Hk)Limited20/FCHAMPIONBUILDING287-291DESVOEUXROADCENTRALSHEUNGWAN,HongKong",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,23-Jan-2021,-,VOTO,"V11,V12,V3,V5X,V9,VX,V18,NEX,XS,XR"
6854,R-41145602,03-Dec-2019,"SHENZHENQIMEIXINGTECHNOLOGYCO.,LTDROOM36A,CBLOCK,ELECTRONICTECHNOLOGYBUILDING,HUAQIANGNORTHSTREET,FUTIAN,DISTRICT,SHENZHEN,GUANGDONG,China-518000",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,02-Dec-2021,-,BELDAR,F3
6855,R-41015024,11-May-2015,"INVENTECHAPPLIANCES(JIANGNING)CORPORATION,133,JIANG-JUNROAD,JIANGNINGECONOMICANDTECHNOLOGICALDEVELOPMENTZONE,NANJING211153,P.R.CHINA,CHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,10-May-2019,,MI,"2014818(followingmodelsincludeon10Aug2015)2015011(followingmodelsincludedon12Feb2016)2015105(followingmodelsincludedon08Dec2016)2016100(followingmodelsincludedasperIS16333(Part3):2016w.e.f.22Jan2018)2015105,2014818,2015011,2016100(followingmodelswithdrawnon22Oct2018)2015105,2014818,2015011"
6856,R-85002445,05-May-2016,"McmTelecomEquipmentPrivateLimitedA-58&59,SECTOR-64,NOIDA,GAUTAMBUDDHNAGAR,UTTARPRADESH,INDIA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,04-May-2018,-,iball,"iMF-C0086,iMF-C0059,iMF-C0068,iMF-C0077,Prince3,iMF-C0041,iMF-C0032,iMF-C0023,iMF-C0014,1.8GRajah(followingmodelsincludedon31May2016)2.4KJewel,,iBallF2F5H,iMS-U0001,iMS-U0010,iMS-U0019,Tarang2.8J,1.8XEmperor3,Prince2,PR2,CR2,Crown2(Basic),Crown2,2,Andi5NDude,iMS-C0001,iMS-C0010,iMS-C0019,2.4Sumo-G2,iMF-K0015,iMF-K0024,iMF-K0033,iMF-K0042,iMS-U0028(followingmodelsincludedon28Jun2016)Andi3.5VGenius2"
6857,R-41065196,01-May-2017,"ShenzhenTecnoTechnologyCo.,Ltd.1-4THFLOOR,3RDBUILDING,PACIFICINDUSTRIALPARK,NO.2088,SHENYANROAD,YANTIANDISTRICT,SHENZHEN,GUANGDONG,CHINA-518057",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,30-Apr-2019,-,Infinix,"X5511B,X5511(followingmodelsincludedon11July2017)X572(followingmodelsincludedon12Oct2017)X603,X603B,X603B(followingmodelsincludedon13Dec2017)X573,X573B(followingmodelsincludedasperIS16333(Part3):2016w.e.f.23Feb2018)X5511B,X573B,X603,X572,X5511,X573,X603B,X603B(followingmodelsincludedon17Apr2018)X608"
6858,R-41014966,11-May-2015,"GUANGDONGENOKCOMMUNICATIONCO.,LTDNO.139&137LIXIANGROAD,SONGMUSHAN,DALANGTOWN,DONGGUAN,GUANGDONG,CHINA519000",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelledw.e.f.01Nov2017,01-Nov-2017,,HUAWEI,HUAWEIY541-U02
6859,R-41077020,15-Nov-2017,"ShenzhenCityHuazhenElectronicsCo.,LtdSHENZHENCITYHUAZHENELECTRONICSCO.,LTD.FLOOR5,BLOCK26,YINTIANINDUSTRIALPARK,XIXIANGTOWN,BAOANDISTRICT,SHENZHEN,GUANGDONG,China-518000",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,14-Nov-2019,-,GGSSmartPhone,"M1,M2,M3,M4,M5,M6,M7,M8,M9,M10"
6860,R-41014893,11-May-2015,"SHANGHAIWDKTECHNOLOGYCO.,LTDNO.1-10,LANE2100,SONGZHENGROAD,SHIHUDANGTOWN,SONGJIANGDISTRICT,SHANGHAI,P.R.CHINA201616",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,10-May-2017,,PHICOMM,"P660(followingmodelsincludedon04Sept2015)E653(followingmodelsincludedon16OCT2015)P680,C630(followingmodelsincludedon13Jan2016)E670"
6861,R-41044601,15-Jul-2016,SubhOverseas(Hk)Limited20/FCHAMPIONBUILDING287-291DESVOEUXROADCENTRALSHEUNGWANHK,IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,14-Jul-2018,-,MAXXAGE,"RD21,RD01,RD02,RD06,RD07"
6862,R-91000248,22-Sep-2016,"FORCEFOXTECHNOLOGIESPRIVATELIMITEDPLOTNO53,PHASEIV,HSIIDCINDUSTRIALAREA,KUNDLI,SECTOR56,SONEPAT,HARYANA-13028",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,21-Sep-2018,-,TARA,"T201,T101,T102,T103,T104(followingmodelsincludedon01Dec2016)T007,T008,T009"
6863,R-41091812,20-Jun-2018,"PT.BANGGATEKNOLOGIINDONESIAJL.RE.MARTADINATA,KOMP.GUDANGDIAMONDNO.6KEL.BANDARHARJO,KEC.SEMARANGUTARA,KOTASEMARANG,Indonesia-999006",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,19-Jun-2020,-,MICROMAX,Q402+
6864,R-61000442,20-Jun-2018,"FLEXTRONICSTECHNOLOGIESINDIAPVTLTD.PLOTNO3,FLEXTRONICSSEZCAMPUS,SIPCOTINDUSTRIALPARKPHASEII,SUNGAVACHATHRAM,SRIPERUMBUDUR,KANCHEEPURAMDISTRICT,TAMILNADU,India-602106",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,19-Jun-2022,-,MI,"M1804C3CI,M1804C3CI(followingmodelsincludedon31July2020)M2004J19PI"
6865,R-41037770,05-May-2016,"ShenzhenZhikePrecisionCo.,Ltd6THFLOOR,A3BUILDING,CHUANGXINSHIJIEZHONGTAIINFOTECHPARK,2#DEZHENGROAD,SHILONGCOMMUNITY,SHIYANSTREET,BAOANDISTRICTSHENZHENCHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelledw.e.f.01Nov2017,01-Nov-2017,-,HYUNDAI,HI50YOUNG4G
6866,R-41044717,16-Jul-2016,"GuizhouFortuneshipTechnologyCo.,Ltd.GUIZHOUFORTUNESHIPINTELLIGENTTERMINALINDUSTRIALPARK,JINGKAIROAD,XINPUECONOMICDEVELOPMENTAREA,ZUNYI,GUIZHOU,CHINA-563000",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,15-Jul-2018,-,LAVA,"ArcMini,KKTTrioPlus(followingmodelsincludedon28Jul2016)KKTUNOPLUS"
6867,R-41014907,08-May-2015,"MEIZHOUGUOWEIELECTRONICSCO.,LTDAD1SECTIONDEVELOPMENTDISTRICT,MEIZHOU,GUANGDONG,PRC,CHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,07-May-2017,,INTEX,"AQUAY2Pro,AQUAY3"
6868,R-41070971,10-Aug-2017,"ShenzhenYintaifuHoldingsCo.,Ltd15THFLOOR,ZHONGKEBUILDING.GAOXINSOUTHROAD,NANSHANDISTRICT,SHENZHEN,CHINA-518053",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,09-Aug-2019,-,USHASHRIRAM,"NJ-6RHYTHM,NJ-6RHYTHM-1(followingmodelsincludedasperIS16333(Part3):2016w.e.f.16May2018)NJ-6RHYTHM,NJ-6RHYTHM-1"
6869,R-41065323,05-May-2017,"ShenzhenZhenhuaCommunicationEquipmentCo,Ltd.B2FLD,W1BUILDING,HIGH-TECHINDUSTRIALPARK,NANSHANAREA,SHENZHEN,GUANGDONG,CHINA-518057",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,04-May-2019,-,M-LOGO(MOTOROLA),"XT1760(followingmodelsincludedon22May2017)XT1721(followingmodelsincludedasperIS16333(Part3):2016w.e.f.08Mar2018)XT1760,XT1721"
6870,R-41070874,08-Aug-2017,"DongguanYuanchangElectronicCo.,Ltd.DalingshanBranchNO.5,ZHENMAROAD,MATIGANGVILLAGE,DALINGSHANTOWN,DONGGUANCITY,GUANGDONGPROVINCE,CHINA-518000",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelled,07-Aug-2019,-,Karbonn,"K9SmartGrand(followingmodelsincludedon14Sep2017)TitaniumJumbo2(followingmodelsincludedon22Sep2017)TitaniumFramesS9,TitaniumFramesS7"
6871,R-41070882,08-Aug-2017,"ShenzhenMeifengShidaiTechnologyCo.Ltd.1FLOOR,NO.18,YINYUANROAD,YINHAIINDUSTRYLONGHUADISTRICT,SHENZHEN,CHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Expired,07-Aug-2019,-,CELLECOR,"Amaze,C-5,King,Storm,Bolt,Classic,Sleek,Royal,Shine,C-1,Dragon;C-10,C-20,Max,Loud,Magic,Boost,Zoom,Ultra.Power,Unite;Glory,Pure,C-100,C-200,INFINE,Speed,Senwa,Elite,Luxury(followingmodelsincludedasperIS16333(Part3):2016w.e.f.16May2018)Amaze,C-5,King,Storm,Bolt,Classic,Sleek,Royal,Shine,C-1,Dragon;C-10,C-20,Max,Loud,Magic,Boost,Zoom,Ultra.Power,Unite;Glory,Pure,C-100,C-200,INFINE,Speed,Senwa,Elite,Luxury"
6872,R-41065358,04-May-2017,"ShenzhenXinTaiLinTechnologyCo.,Ltd9/F,ABLOCK,SCIENCEANDTECHNOLOGYPARK,TIANYANGERLU,SONGGANGTOWN,BAO'ANDISTRICT,SHENZHENCITY,CHINA-518100",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Operative,03-May-2019,-,GREENBERRY,"W1,M3,M2,M1,MUSICG66,MUSICG55,MUSICG212,MUSICG360,MUSICG230,MUSICG505"
6873,R-41033383,11-Feb-2016,"SHENZHENZHENHUACOMMUNICATIONEQUIPMENTCO.LTDZHENHUAINDUSTRIALPARKNO.44,TIEZAIRD.,XIXIANGTOWNBAOAN,SHENZHEN,GUANGDONG518102CHINA",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelledw.e.f.01Nov2017,01-Nov-2017,-,creo,Mark1
6874,R-41014753,07-May-2015,"FLEXTRONICSMANUFACTURING(ZHUHAI)CO.LTD.(BUILDING15)NO.38XINWEISTREET,JINGANTOWN,DOUMENZONE,ZHUHAICITY,GUANGDONGPROV.CHINA-519180",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Operative,06-May-2021,,HUAWEI,"HUAWEIP7-L10,P7-L10,HUAWEIMT7-L09(followingmodelsincludedon09Jun2015)HUAWEIALE-L02(followingmodelsincludedon3May2016)EVA-L09(followingmodelsincludedon28Feb2017)MHA-L29(ChangedAddressFromold""XINQINGSCIENCEANDTECHNOLOGYINDUSTRIALPARK,JINGAN,DOUMEN,ZHUHAI,GUANGDONG,CHINA""w.e.f.24.10.2017)(followingmodelsincludedasperIS16333(Part3):2016w.e.f.01Mar2018)HUAWEIMT7-L09,EVA-L09,P7-L10,HUAWEIP7-L10,HUAWEIALE-L02,MHA-L29(followingmodelsincludedon11Apr2018)CLT-AL00(followingmodelsincludedon11Apr2018)ANE-AL00(followingmodelsincludedon15Jun2018)INE-LX2(followingmodelsincludedon03Jul2018)PAR-AL00(followingmodelsincludedon11Sep2018)COR-AL00(followingmodelsincludedon12Sep2018)LLD-AL20(followingmodelsincludedon05Nov2018)LYA-L29(followingmodelsincludedon25Feb2019)VOG-L29"
6875,R-41091677,20-Jun-2018,"GuanganOuQishiElectronicTechnologyCo.,LTD.AREAE,FLOOR5,BLOCKC,INCUBATIONCENTER,GUANGHUAAVENUE,HUAYING,SICHUAN,CHINA-215300",IS13252(Part1):2010/IEC60950-1:2005&IS16333(Part3):2017,MobilePhone,Operative,19-Jun-2020,-,LYF&JIO,"F271i,F271i"
6876,R-41037699,05-May-2016,"ShenzhenChuangXinQiCommunicationCo.Ltd.5/F,B5BUILDING,XUJINCHANGTECHNOLOGYINDUSTRYPARK,NO.39HAOYEROAD,XINHEVILLAGE,FUYONGTOWN,BAO'ANDISTRICT,SHENZHENCITY",IS13252(Part1):2010/IEC60950-1:2005,MobilePhone,Cancelledw.e.f.01Nov2017,01-Nov-2017,-,ELARI,ELARICardPhone
